index,name,Singleplayer,Multiplayer
9707,Magic 2012,False,True
9708,Pokémon Ranger,False,False
9709,Zak McKracken and the Alien Mindbenders,True,False
9710,Battle Bruise,True,False
9711,Chris Sawyer's Locomotion,True,True
9712,Aces Wild: Manic Brawling Action!,True,False
9713,Full Tilt Poker,True,True
9714,Clickteam Fusion 2.5 Free Edition,False,False
9715,Wake Up,True,False
9716,Mutant Storm: Reloaded,True,False
9717,Infinite Space III: Sea of Stars,True,False
9718,The Big Elk,True,False
9719,"Spy Fox 2 ""Some Assembly Required""",True,False
9720,GRANADO ESPADA,True,False
9721,Inexistence,True,False
9722,Fantastic Contraption,True,False
9723,Grass Cutter,True,False
9724,PRO EVOLUTION SOCCER 2017 TRIAL EDITION,True,True
9725,Sonic's Ultimate Genesis Collection,False,False
9726,.detuned,False,False
9727,BLADESTORM: Nightmare,True,False
9728,EA SPORTS NBA LIVE 16,False,True
9729,Heart&Slash,True,False
9730,Cultic,True,False
9731,KartRider: Drift Closed Beta,True,True
9732,Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,True,True
9733,Incremental Epic Hero,True,False
9734,Taimanin Collection: Battle Arena,True,False
9735,Anno 1404 - History Edition,True,True
9736,Adios,True,False
9737,NHL 20,False,False
9738,Swarmlake,True,False
9739,Treasures of the Ancients: Egypt,True,False
9740,Hostage: Rescue Mission,True,False
9741,King's Table - The Legend of Ragnarok,True,False
9742,Aliens Versus Predator 2,False,False
9743,Mad Tracks,True,True
9744,The Elder Scrolls Adventures: Redguard,True,False
9745,Cube & Star: An Arbitrary Love,True,False
9746,Crazy Belts,True,False
9747,Disillusions Manga Horror,True,True
9748,Skyreach,True,True
9749,"Warhammer 40,000: Deathwatch - Enhanced Edition",True,False
9750,Big Thinkers 1st Grade,True,False
9751,Mu Cartographer,True,False
9752,Control Craft 2,True,False
9753,Survival: Postapocalypse Now,False,True
9754,The Station,True,False
9755,Fausts Alptraum,True,False
9756,Blade & Bones,True,False
9757,Loki,True,True
9758,Absconding Zatwor,True,False
9759,Magic Orbz,True,True
9760,JoJo's Bizarre Adventure: All-Star Battle,False,False
9761,Root,False,False
9762,Just Dance 2021,False,False
9763,GONNER2,False,False
9764,No one lives under the lighthouse,True,False
9765,Valakas Story,True,False
9766,Hentai Killer,True,True
9767,PRO EVOLUTION SOCCER 2019 LITE,True,True
9768,Cube - The Jumper,True,False
9769,Robin,True,False
9770,VR Benchmark Kanojo,True,False
9771,Session,True,False
9772,Kirby's Dream Land (1992),True,False
9773,Ecco the Dolphin (1992),True,False
9774,Harvest Seasons,True,False
9775,Dragon Sin,True,False
9776,CYPHER,True,False
9777,Carmageddon: Reincarnation,False,False
9778,Fallout 3: The Pitt,False,False
9779,Flipping Death,True,False
9780,Shotgun Legend,True,False
9781,Smooth Operators,True,False
9782,Match 3 Revolution,True,False
9783,The Shopkeeper,True,False
9784,The Legend of Dark Witch,True,False
9785,DubWars,True,False
9786,Engage,False,False
9787,軒轅劍外傳穹之扉(The Gate of Firmament),True,False
9788,Tachyon: The Fringe,True,True
9789,Bitardia,True,False
9790,Strange Night,True,False
9791,Summer Sale,True,False
9792,Vrideo,False,False
9793,Microcosmum: survival of cells,True,False
9794,KALIMBA,True,False
9795,Pillar,True,False
9796,Urban Rivals,True,False
9797,LocoCycle,True,False
9798,Amnesia: Collection,False,False
9799,Idle Spiral,True,False
9800,"Warhammer 40,000: Chaos Gate - Daemonhunters",True,False
9801,The Wandering Village,True,False
9802,Beasts of Maravilla Island,True,False
9803,Kitaria Fables,True,True
9804,BustyBiz,True,False
9805,Hoa,True,False
9806,LEMNIS GATE,False,True
9807,Hentai Crush,True,False
9808,Double Cross,True,False
9809,Idol Manager,True,False
9810,Aground,True,False
9811,Tekken (1994),True,True
9812,Pokémon Stadium 2,True,True
9813,Super Mario Strikers,True,True
9814,DJMax Respect,False,False
9815,Coffee Crisis,True,True
9816,The Wolf Among Us 2,False,False
9817,Skyraine,True,True
9818,Arctic Combat,False,False
9819,Mass Effect 2: Arrival,False,False
9820,Battlefield: Bad Company 2 - Vietnam,True,True
9821,Full Auto,False,False
9822,Radiant Silvergun,False,False
9823,South Park,False,False
9824,Words for Evil,True,False
9825,Magnetic By Nature,True,False
9826,Acan's Call: Act 1,True,False
9827,Poly Runner VR,True,False
9828,Train of Afterlife,True,False
9829,Twisted Worlds,True,False
9830,They Came From The Moon,True,False
9831,Break Into Zatwor,True,False
9832,Ratchet & Clank Future: Quest for Booty,False,False
9833,Dynasty Warriors 7,False,False
9834,Zotrix,True,False
9835,Masquerade: The Baubles of Doom,True,False
9836,Super Monkey Ball: Banana Mania,True,True
9837,Fights in Tight Spaces (Prologue),True,False
9838,Five Nights at Freddy's: Security Breach,True,False
9839,Doom Eternal: The Ancient Gods - Part One,False,False
9840,Hentai Mosaique Neko Waifus,True,False
9841,I Am Dead,True,False
9842,Stellaris: Console Edition,False,False
9843,Taiko no Tatsujin: Drum Session!,False,False
9844,WIN THE GAME: DO IT!,True,False
9845,PolyCube,True,False
9846,Ready Player One: OASIS beta,True,True
9847,Golden Axe III (1993),True,True
9848,Fantasynth: Chez Nous,True,False
9849,Hangover,True,False
9850,Dungreed,True,False
9851,Tale of Toast,False,False
9852,Flashing Lights - Police Fire EMS,True,False
9853,Microsoft Allegiance,False,False
9854,Real World Racing,False,False
9855,War of the Immortals,False,False
9856,Mass Effect 2: Overlord,False,False
9857,The Sims Medieval,False,False
9858,Balls of Steel,False,False
9859,Amped 3,False,False
9860,Mars Rover Landing,False,False
9861,Fire Emblem Fates: Revelation,False,False
9862,Mario & Luigi: Dream Team,False,False
9864,Lode Runner,False,False
9865,Andarilho,True,False
9866,Arena Wars 2,True,True
9867,Crazy Machines: Golden Gears,True,False
9868,The Sun at Night,True,False
9869,Oscura: Lost Light,True,False
9870,RFLEX,True,False
9871,Wooden Floor 2 - Resurrection,True,False
9872,Toadled,True,False
9873,Lion Quest,True,True
9874,Evolution,True,True
9875,Power of Love,True,False
9876,Pixel Fodder,True,False
9877,Jackpot Poker by PokerStars,True,True
9878,Brave Furries,True,False
9879,Plancon: Space Conflict,True,False
9880,Battle Worlds: Kronos,True,True
9881,Leo's Fortune,False,False
9882,Skald: Against the Black Priory - the Prologue,True,False
9883,El Hijo - A Wild West Tale,True,False
9884,The Alto Collection,False,False
9885,Super Mega Baseball 3,True,True
9886,Ctrl CV,True,False
9887,Wild West Saga: Idle Tycoon,True,False
9888,Castlevania II: Simon's Quest (1987),True,False
9889,Prophecy I - The Viking Child,True,False
9890,Star Traders: Frontiers,True,False
9891,Hoo-Boy,True,False
9892,Ruthless Safari,True,False
9893,Mercury: Cascade into Madness,True,False
9894,Castle of no Escape,True,False
9895,Driv3r,True,False
9896,Sudden Strike 3,True,True
9897,Burst The Game,True,True
9898,BlackSoul: Extended Edition,True,False
9899,The Prism,True,False
9900,Crouching Pony Hidden Dragon,True,False
9901,Runeous: Part One,True,False
9902,Pajama Sam's Sock Works,True,False
9903,STARUSHKO LUB,True,False
9904,Meridian: Squad 22,True,False
9905,The Campaign Series: Fall Weiss,True,True
9906,Awe,True,False
9907,Balrum,True,False
9908,A Sirius Game,True,False
9909,Bloody Boobs,True,True
9910,Imagine Earth,True,False
9911,Space Distant,True,False
9912,Shadows of War,True,True
9913,50 years,True,False
9914,VR Regatta - The Sailing Game,True,True
9915,Dungeon Warfare,True,False
9916,Fighting Force,True,True
9917,Toast Time,True,False
9918,Wild Guns Reloaded,True,False
9919,A.V.A Global,False,True
9920,Idle Skilling,True,False
9921,Blaston,True,True
9922,Devil May Cry 5 Special Edition,False,False
9923,Dead Estate,True,False
9924,Notre-Dame de Paris: Journey Back in Time,True,False
9925,Undungeon,True,False
9926,Watchers,False,True
9927,Neptunia Shooter / ネプシューター,True,False
9928,The Tenants,True,False
9929,I hate this game,True,False
9930,Combat Arms: Reloaded,True,True
9931,RIDE 3,True,False
9932,How To Cope With Boredom and Loneliness,True,False
9933,Epic Battle Fantasy 5,True,False
9934,House of Evil,True,False
9935,Scream Collector,True,False
9936,Diamo XL,True,False
9937,Sky Jump,True,False
9938,Fallout 3: Operation Anchorage,False,False
9939,Soldier of Fortune: Payback,False,False
9940,Sonic Riders,True,True
9941,NBA Jam,False,True
9942,Rayman Forever,True,False
9943,Arkhelom 3D,True,False
9944,Dead Sky,True,True
9945,Age of Magic CCG,True,True
9946,Airline Tycoon Deluxe,True,True
9947,Envy the Dead,True,False
9948,Act of Aggression - Reboot Edition,True,True
9949,X-note,True,False
9950,Fergus The Fly,True,False
9951,Millennium 3 - Cry Wolf,True,False
9952,HardCube,True,False
9953,Perpetuum,False,True
9954,Memoranda,True,False
9955,Fiends of Imprisonment,True,False
9956,Dig or Die,True,True
9957,Galaxy Control: 3D Strategy,False,False
9958,London 2012 - The Official Video Game of the Olympic Games,False,True
9959,Gex,True,False
9960,Sly 3: Honor Among Thieves,False,False
9961,Star Wars: Jedi Starfighter,False,False
9962,Alone With You,True,False
9963,Turbo Overkill,True,False
9964,Song of Farca,True,False
9965,My Name is Mayo 2,False,False
9966,Old World,True,True
9967,Grand Theft Auto IV: Complete Edition,False,False
9968,Hydroneer,True,False
9969,Retrograde Arena,True,True
9970,Banner Saga Trilogy,True,False
9971,Hyrule Warriors: Definitive Edition,False,False
9972,FeArea,False,True
9973,Bad Dream: Fever,True,False
9974,SWARMRIDER OMEGA,True,False
9975,1bitHeart,True,False
9976,Zombies Monsters Robots,False,False
9977,The Political Machine,True,True
9978,Pirates of the Caribbean,False,False
9979,Sid Meier's Civilization,True,False
9980,MegaRace 2,True,False
9982,Last Rites,True,False
9983,Baldur's Gate II: Throne of Bhaal,False,False
9984,Kirby's Epic Yarn,False,False
9985,Stormworks: Build and Rescue,True,False
9986,Evil Islands,True,True
9987,Blood 2: The Blood Group,True,True
9988,aMAZE 2,True,False
9989,Book of Spells,False,False
9990,Metal Dead,True,False
9991,Airport Madness 4,True,False
9992,A Vampyre Story,True,False
9993,Pajama Sam's Lost & Found,True,False
9994,Mystic Saga,True,False
9995,Zombo Buster Rising,True,False
9996,OmniBus,True,True
9997,Kill to Collect,True,True
9998,Blob From Space,True,False
9999,Sky Mercenaries,True,False
10000,"Forgotten, Not Lost - A Kinetic Novel",True,False
10001,Snik,True,False
10002,Sonic 3 and Knuckles,True,True
10003,A Wild Catgirl Appears!,True,False
10004,Cornerstone: The Song of Tyrim,True,False
10005,Ladykiller in a Bind,True,False
10006,Horizon,True,False
10007,Putt-Putt Travels Through Time,True,False
10008,Freedom Locomotion VR,True,False
10009,Langoth,True,False
10010,Streets of Fury EX,True,True
10011,The Letter - Horror Visual Novel,True,False
10012,Football Club Simulator - FCS,True,False
10013,Warfare Online,True,True
10014,Chronovolt,False,False
10015,Assault Suit Leynos,True,False
10016,Golden Light of Rose,True,True
10017,Sex with the Devil,True,False
10018,Puyo Puyo Tetris 2,True,True
10019,Acting Lessons,True,False
10020,ANOTHER EDEN,False,True
10021,Mirror Maker,True,False
10022,Merchant,True,False
10023,Eximius: Seize the Frontline,True,True
10024,Dead Ground,True,False
10025,Six Days of Snow,True,False
10026,Metropolis: Lux Obscura,True,False
10027,Valnir Rok,False,True
10028,Star Vikings Forever,True,False
10029,HYPERCHARGE: Unboxed,True,True
10030,Dungeons Of Kragmor,False,False
10031,The Elder Scrolls V: Skyrim - Hearthfire,False,False
10032,Vampires!,True,False
10033,Brawl Busters,False,False
10034,Postal 2: Apocalypse Weekend,False,False
10035,Disco Time 80s VR,True,False
10036,Professor Layton vs. Phoenix Wright: Ace Attorney,False,False
10037,Project Freedom,True,False
10038,Trailer Park Boys: Greasy Money,True,False
10039,Bomb The Monsters!,True,False
10040,The Few,True,False
10041,Rexodus: A VR Story Experience,True,False
10042,Fire With Fire Tower Attack and Defense,False,True
10043,Approaching Blocks,True,False
10044,Deadly Hunter VR,True,True
10045,Path of War,False,True
10046,Nanoborg,True,False
10047,City Siege: Faction Island,True,False
10048,Street Legal Racing: Redline v2.3.1,True,False
10049,RunGunJumpGun,True,False
10050,God of War Collection,False,False
10051,Windlands,True,False
10052,Stern Pinball Arcade,True,False
10053,Space Jam: A New Legacy - The Game,False,False
10054,Toy Tinker Simulator: BETA,True,False
10055,Luck be a Landlord,True,False
10056,Wordle,True,False
10057,Pikmin 3 Deluxe,False,False
10058,MY HERO ONE'S JUSTICE 2,True,True
10059,Shattered - Tale of the Forgotten King,True,False
10060,SENRAN KAGURA Burst Re:Newal,True,False
10061,Suicide Guy: Sleepin' Deeply,True,False
10062,Dead or School,True,False
10063,The Light Keeps Us Safe,True,False
10064,Mafia II: Director’s Cut,False,False
10065,Eternal Darkness,True,False
10066,Mario Party,False,False
10067,Galaxian,False,False
10068,Home - A VR Spacewalk,True,False
10069,Hatsune Miku: Project DIVA ƒ 2nd,False,False
10070,Mass Effect 3: Leviathan,False,False
10071,Sonic's UGC,False,False
10072,Blacksite,False,False
10073,FIFA Street 3,False,False
10074,Ironbound,True,True
10075,Zeus + Poseidon (Acropolis),True,False
10076,Production Line,True,False
10077,Cuban Missile Crisis: Ice Crusade,True,True
10078,Orion: A Sci-Fi Visual Novel,True,False
10079,Crab Cakes Rescue,True,False
10080,MiniDrivers,True,True
10081,BloodNet,True,False
10082,Putt-Putt Enters the Race,True,False
10083,The Divergent Series: Allegiant VR,True,False
10084,Ground Control II: Operation Exodus,True,True
10085,Endless Fables: The Minotaur's Curse,True,False
10086,Hegemony Rome: The Rise of Caesar,True,False
10087,"Spy Fox 3 ""Operation Ozone""",True,False
10088,Sounds of Her Love,True,False
10089,Envoy,True,False
10090,Why So Evil,True,False
10091,Team Racing League,True,True
10092,Downward,True,False
10093,Wrecked,False,True
10094,BreakQuest: Extra Evolution,False,False
10095,Doodle Kingdom,True,False
10096,Laserlife,True,False
10097,Urbek City Builder Prologue,False,False
10098,CounterSide,True,True
10099,Peglin,True,False
10100,The Outer Worlds 2,False,False
10101,Kathy Rain: Director’s Cut,True,False
10102,Chronos: Before the Ashes,True,False
10103,Incremental Adventures,True,False
10104,EXAPUNKS: TEC Redshift Player,True,False
10105,God Vs Zombies,True,False
10106,Midnight Ghost Hunt,False,False
10107,The Quiet Man,True,False
10108,The Legend of Dragoon,True,False
10109,Odysseus Kosmos and his Robot Quest,True,False
10110,Head Goal,False,True
10111,SimCity (2013),False,False
10112,Unreal,False,False
10113,Pushover,True,False
10114,Dark Messiah of Might & Magic: Elements,False,True
10115,Band Hero,False,False
10116,Guitar Hero: Warriors of Rock,False,False
10117,Mario Party 2,True,True
10118,Zen of Sudoku,True,False
10119,Zoombinis,True,False
10120,Crazy Steam Bros 2,True,False
10121,Viktor,True,False
10122,Xpand Rally,True,True
10123,Silent Hunter III,True,True
10124,Freddi Fish and Luther's Water Worries,True,False
10125,Demon Hunter 2: New Chapter,True,False
10126,Comanche 4,True,True
10127,Hordelicious,True,False
10128,The Cameron Files: The Secret at Loch Ness,True,False
10129,Found,True,False
10130,The Return Home,True,False
10131,Cubium Dreams,True,False
10132,IMSCARED,True,False
10133,Riddled Corpses,True,False
10134,Alien Hostage,True,False
10135,Grind Zones,True,False
10136,I Am The Hero,True,False
10137,Crea,True,True
10138,Khan: Absolute Power,False,False
10139,Jaunt VR - Experience Cinematic Virtual Reality,False,False
10140,PresenZ,False,False
10141,Operation: New Earth,False,True
10142,8Bit Fiesta,True,False
10143,Proto Raider,True,False
10144,Adventure Time: The Secret of the Nameless Kingdom,True,False
10145,Super Stardust Ultra,False,False
10146,XBlaze Lost: Memories,True,False
10147,Like a Dragon: Ishin!,True,False
10148,NBA 2K22 for Xbox Series X|S,False,False
10149,There Is No Light 616,True,False
10150,Loot River,True,False
10151,Talvisota - Winter War,False,True
10152,Kingdom Hearts III: Re Mind,False,False
10153,Light Bearers,False,True
10154,Mr.Jezko,True,False
10155,The Prison Experiment: Battle Royale,False,True
10156,Art of Murder - Cards of Destiny,True,False
10157,Sunset Riders,True,False
10158,Mega Man 4 (1991),True,True
10159,Trophy Fishing 2,False,True
10160,Violett,False,False
10161,Малыш 3,False,False
10162,Medal of Honor Allied Assault: Spearhead,False,False
10163,Madden NFL 06,True,True
10164,Pressure Overdrive,True,True
10165,Crystal Catacombs,True,False
10166,New Star Soccer 5,True,False
10167,Kings of Kung Fu,True,False
10168,Space Moth DX,True,False
10169,0RBITALIS,True,False
10170,Sound Shift,True,False
10171,Retaliation,True,False
10172,Don't Knock Twice,True,False
10173,Disney Alice in Wonderland,True,False
10174,March of the Living,True,False
10175,Swiftly,True,False
10176,Lost Grimoires: Stolen Kingdom,True,False
10177,Guards,True,False
10178,NUKED KNIGHT,True,False
10179,RymdResa,True,False
10180,Statues,True,False
10181,Arsenal of Democracy: A Hearts of Iron Game,True,True
10182,ROOT (2015),True,True
10183,Why So Evil 2: Dystopia,True,False
10184,Adventures On The Polluted Islands,True,False
10185,Formicide,False,True
10186,Nightork Adventures - Beyond the Moons of Shadalee,True,False
10187,Space Rangers: Quest,True,False
10188,Cuboid,False,False
10189,Comet Crash,False,False
10190,RIDGE RACER (2012),False,False
10191,Carcassonne (2010),False,False
10192,SpiderHeck,True,True
10193,Soulstice,True,False
10194,Planet of Lana,False,False
10195,NEKOPARA Vol. 4,True,False
10196,Fake Lay,True,True
10197,Sons of the Forest,True,True
10198,Antimatter Dimensions,True,False
10199,Budget Cuts 2: Mission Insolvency,True,False
10200,THE LAST BLADE,True,True
10201,Mutant Year Zero: Seed of Evil,False,False
10202,Microsoft Maquette,True,False
10203,Jack N' Jill DX,True,False
10204,Perfect Heist,False,True
10205,FIGHTING EX LAYER,True,True
10206,Misao: Definitive Edition,True,False
10207,Fox Hime,True,False
10208,Earthworms,True,False
10209,Arma 2: Free,False,False
10210,Bullet Run,False,False
10211,World of Battles,False,False
10212,Worms 4: Mayhem,False,False
10213,Fire Emblem: Radiant Dawn,False,False
10214,Anno 1701 A.D.,True,True
10215,Over The Void,True,False
10216,Dungeon Nightmares II: The Memory,True,False
10217,Battle Mages: Sign of Darkness,True,False
10218,Uninvited: MacVenture Series,True,False
10219,Call of Cthulhu: Prisoner of Ice,True,False
10220,Ghoul Kid,True,False
10221,Battle Battalions,False,True
10222,Red Johnson's Chronicles - 1+2,True,False
10223,Supreme Ruler 1936,True,True
10224,Sunset's Ashes,True,False
10225,After The End: The Harvest,True,False
10226,Rescue the Great Demon 2,True,False
10227,M.U.D. TV,True,False
10228,Once on a windswept night,True,False
10229,Agricola: All Creatures Big and Small,True,True
10230,Cat Goes Fishing,True,False
10231,Turn Around,True,False
10232,Sword With Sauce: Alpha,True,True
10233,Battlezone 98 Redux,True,True
10234,The Watchmaker,True,False
10235,Tuebor: I Will Defend,False,True
10236,Daxter,False,False
10237,American Theft 80s: Prologue,True,False
10238,Metro Exodus: Enhanced Edition,False,False
10239,Halo 2: Anniversary,False,False
10240,Book of Travels,False,False
10241,Nether: The Untold Chapter,True,True
10242,Discolored,True,False
10243,SMACKHEAD,True,False
10244,Warfront Defenders: Westerplatte,True,False
10245,In Game Adventure: Legend of Monsters,True,False
10246,Just One Line,True,False
10247,Tunnel B1,True,False
10248,Phantasy Star Universe,False,False
10249,Fighting Fantasy Legends,True,False
10250,Kirby: Triple Deluxe,False,False
10251,SimCity 3000 Unlimited,True,False
10252,Clans,True,False
10253,Evopollution,True,False
10254,Blue Toad Murder Files: The Mysteries of Little Riddle,True,False
10255,Sherlock Holmes Consulting Detective: The Case of the Mystified Murderess,True,False
10256,Queen's Quest: Tower of Darkness,True,False
10257,Forgotten Myths CCG,True,True
10258,Echelon: Wind Warriors,True,False
10259,Chicken Assassin - Master of Humiliation,True,False
10260,HellAngel,True,False
10261,I Am Vegend - Zombiegeddon,True,False
10262,The Promised Land,True,False
10263,UBOOT,True,False
10264,Radium,True,False
10265,High Profits,True,False
10266,Reflex Arena,False,True
10267,GooCubelets,True,False
10268,Box Maze,True,True
10269,Near Death,True,False
10270,The Keep,True,False
10271,The Last Weekend,True,False
10272,Dynasty Warriors 6,False,False
10273,Spelunker World,False,True
10274,RollerCoaster Tycoon Classic,True,False
10275,Mimic Arena,False,True
10276,WorldBox - God Simulator,True,False
10277,封灵档案,False,True
10278,The Legend of Zelda: Four Swords,False,False
10279,Nonogram - Master's Legacy,True,False
10280,Cadria Item Shop,True,False
10281,Teenage Mutant Ninja Turtles: The Hyperstone Heist,True,True
10282,Circus Charlie,False,False
10283,Aeve:Zero Gravity,True,False
10284,KOLOBOK,True,False
10285,The Ultimatest Battle,False,True
10286,Gun-Running War Dogs,True,False
10287,Space of Darkness,True,False
10288,Marvel vs. Capcom 2: New Age of Heroes,True,True
10289,Katamari Forever,False,False
10291,Bodycount,False,True
10292,Superman Returns: The Videogame,False,False
10293,Metroid: Other M,False,False
10294,Detective Butler: Maiden Voyage Murder,True,False
10295,Wing Commander 4: The Price of Freedom,True,False
10296,Master of Magic,True,False
10297,Intelligent Design: An Evolutionary Sandbox,True,False
10298,JASEM: Just Another Shooter with Electronic Music,True,False
10299,YOU DON'T KNOW JACK,False,False
10300,Theatre Of The Absurd,True,False
10301,Kick-Ass 2,True,False
10302,Secret Files: Sam Peters,True,False
10303,StuntMANIA Reloaded,True,False
10304,RC Mini Racers,True,False
10305,Lemma,True,False
10306,Putt-Putt Joins the Parade,True,False
10307,Ferrum's Secrets: Where Is Grandpa?,True,False
10308,Diamond Dan,True,False
10309,Cranium Conundrum,True,True
10310,HEBEREKE!: March! Red Army Girls' Brigade,True,False
10311,SHOCK TROOPERS 2nd Squad,True,True
10312,Tiki Man,True,False
10313,Welcome to the Game,True,False
10314,Spooky Cats,True,False
10315,"Please, Don't Touch Anything 3D",True,False
10316,Linked,True,False
10317,Third Eye Crime,True,False
10318,God Hand,True,False
10319,Cel Damage HD,False,True
10320,Pixel Hunter,True,False
10321,THE KING OF FIGHTERS 2000,True,False
10322,Jack Move: I.C.E Breaker,True,False
10323,Fuga: Melodies of Steel,True,False
10324,"Warhammer 40,000: Battlesector",True,True
10325,Surviv.io - Battle Royale,True,True
10326,Nexomon: Extinction,True,False
10327,Idle Big Devil,True,True
10328,AO Tennis 2,True,True
10329,My Friend is a Raven,True,False
10330,Gloom: Digital Edition,False,False
10331,Diablo: Immortal,False,False
10332,Legends of Aria,False,False
10333,Zimbo,True,False
10334,Zup! Zero 2,True,False
10335,Arkham Horror: Mother's Embrace,True,False
10336,Future Proof,True,False
10337,X-Men,True,True
10338,Batman: The Video Game,True,False
10339,Post Scriptum,False,False
10340,PAPERVILLE PANIC!,True,False
10341,Just Fishing,True,True
10342,Freedom Defender,True,False
10343,Draw Your Game,True,False
10344,Empire Earth,False,False
10345,Elf,True,False
10347,Trio,True,False
10348,Utawarerumono: Mask of Deception,False,False
10349,#monstercakes,True,False
10350,BANZAI PECAN: The Last Hope For the Young Century,True,False
10351,Cubot,True,False
10352,Poker Pretty Girls Battle: Texas Hold'em,True,False
10353,Pixel Star,True,False
10354,Lost Horizon 2,True,False
10355,Rogue's Tale,True,False
10356,Karma Miwa,True,False
10357,Ortus Regni,True,True
10358,Volstead,True,True
10359,AGON - The Mysterious Codex (Trilogy),True,False
10360,Ground Control Anthology,True,True
10361,FullBlast,True,False
10362,Vintage VR,True,False
10363,Brilliant Bob,True,False
10364,Cubixx HD,True,True
10365,Squares,True,False
10366,Raiden Legacy,True,True
10367,Funk of Titans,True,False
10368,Insurmountable,True,False
10369,Fantasy General II: Prologue,True,True
10370,Faith: The Unholy Trinity,True,False
10371,Viking's drakkars,True,True
10372,The Golf Club 2019 featuring PGA TOUR,True,True
10373,Castlevania: Rondo of Blood,True,False
10374,The Legend of Zelda: Four Swords Adventures,True,True
10375,Floresia I: Intemporel,True,False
10376,Gunhouse,False,False
10377,Robot Heroes,True,False
10378,The Moon Night,True,False
10379,36 Fragments of Midnight,True,False
10380,Psi-Ops: The Mindgate Conspiracy,False,False
10381,3D Pinball: Space Cadet,False,False
10382,Icewind Dale,False,True
10383,Animal Crossing: City Folk,False,False
10385,WarioWare: Smooth Moves,False,False
10386,Shrek the Third,False,False
10387,SQUIDS FROM SPACE,True,True
10388,Sea Dogs: Caribbean Tales,True,True
10389,BorderZone,True,False
10390,Robin's Island Adventure,True,False
10391,Acceleration of SUGURI X-Edition HD,True,True
10392,Wyv and Keep: The Temple of the Lost Idol,True,True
10393,The Secret Order 3: Ancient Times,True,False
10394,A Blind Legend,True,False
10395,Gnomes Garden,True,False
10396,CAFE 0 ~The Drowned Mermaid~,True,False
10397,Agricultural Simulator 2011: Extended Edition,True,True
10398,12 Labours of Hercules VI: Race for Olympus,True,False
10399,Blood Feed,True,True
10400,Bunker 58,True,False
10401,MANOS,True,False
10402,Beater Spirit,True,False
10403,Days of War,True,True
10404,Hide vs. Seek,False,True
10405,Oh My Godheads,True,True
10406,Aces of the Luftwaffe,True,False
10407,Battle Riders,True,False
10408,Subway Surfers,False,False
10409,Heaven Burns Red,True,False
10410,Blind Fate: Edo no Yami — Prologue,True,False
10411,MELTY BLOOD: TYPE LUMINA,False,False
10412,The Ramp,True,False
10413,Black Myth: Wu Kong,False,False
10414,New Pokémon Snap,False,False
10415,The Dungeon Of Naheulbeuk: The Amulet Of Chaos,False,False
10416,Game of Thrones Winter is Coming,False,False
10417,Dark Nights with Poe and Munro,True,False
10418,Weedcraft Inc,True,False
10419,Among Trees,True,False
10420,Tiny Toon Adventures,True,False
10421,Castlevania: Harmony of Dissonance,True,False
10422,Ben 10,True,False
10423,Mugsters,True,False
10424,Dying Light: The Following,False,False
10425,Yakuza,False,False
10426,Total War: Rome II,False,False
10427,Sun Blast,False,False
10428,Fallout 3: Broken Steel,False,False
10429,Catwoman,True,True
10430,Age of Mythology: The Titans,False,False
10431,Space Invaders: IG,False,False
10432,Yoshi's Woolly World,False,True
10433,Sea Dogs: City of Abandoned Ships,True,False
10434,Omerta: City of Gangsters (4 DLCs included),True,True
10435,Get To The Orange Door,True,False
10436,Magical Battle Festa,True,True
10437,Kill Fun Yeah,False,True
10438,Sherlock Holmes Consulting Detective: The Case of the Mummy's Curse,True,False
10439,SOLRAVEN,True,True
10440,Ducati World Championship,True,True
10441,Ghost Encounters: Deadwood - Collector's Edition,True,False
10442,March of War: FaceOff - M,True,True
10443,Heileen 3: New Horizons,True,False
10444,Zombie Party,True,True
10445,Lex Mortis,True,False
10446,Messiah,True,False
10447,Millennium 4 - Beyond Sunset,True,False
10448,Runeyana,True,False
10449,D: The Game,True,False
10450,Nova Blitz,True,True
10451,Winning Putt: Golf Online,False,True
10452,Doodle Devil,True,False
10453,Urbek City Builder: Prologue,True,False
10454,FATAL FRAME / PROJECT ZERO: Maiden of Black Water,True,False
10455,Shores Unknown: Arrival,False,False
10456,My name is You. And it's the only unusual thing in my life,True,False
10457,Jack N’ Jill DX,False,False
10458,Mortal Kombat: Shaolin Monks,False,False
10459,CONFLICT OF NATIONS: WORLD WAR 3,False,False
10460,The Caligula Effect: Overdose,True,False
10461,Disney's DuckTales 2,True,False
10462,Death Toll,False,True
10463,PAC-MAN CE DX,False,False
10464,Harald: A Game of Influence,True,False
10465,BLUE REFLECTION,True,False
10466,Farm Manager 2018,True,False
10467,Football Manager 2013,False,False
10468,Harry Potter and the Deathly Hallows: Part 2,False,False
10469,Wario Land 4,True,False
10470,Attack of the Earthlings,True,False
10471,Sentience: The Android's Tale,True,False
10472,Rage of Mages,True,True
10473,Office Space: Idle Profits,True,False
10474,Fowl Space,True,False
10475,The Treasures of Montezuma 3,True,False
10476,Grail to the Thief,True,False
10477,There Was A Caveman,True,False
10478,Colortone,True,False
10479,Sketchfab VR,True,False
10480,Sword of the Samurai,True,False
10481,Three Days,True,False
10482,Asteria,True,True
10483,Mythic Wonders: The Philosopher's Stone,True,False
10484,Magical Otoge Ciel,True,False
