index,name,Singleplayer,Multiplayer
27613,Monster Girl's Labyrinth,True,False
27614,IRMÃO Grande & Brasileiro 2,True,False
27615,Kapital: Sparks of Revolution,True,False
27616,Eurovision Simulator,False,False
27617,From Paris with Love: Passion with view,True,False
27618,"Imperivm RTC - HD Edition ""Great Battles of Rome""",True,True
27619,Mech Armada,True,False
27620,Timerunner,True,False
27621,Contraband,False,False
27622,Clawfish,True,False
27623,Skydome,False,True
27624,Earthblade,False,False
27625,Shop Tycoon: Prepare your wallet,True,False
27627,Floor Plan 2,True,False
27628,Baseball - Breakthrough Gaming Arcade,False,False
27629,One Escape,True,False
27630,The Elder Scrolls Online: Blackwood,True,True
27631,Dwarf Journey,True,False
27632,KUUKIYOMI 2: Consider It More! - New Era,False,True
27633,1976 - Back to midway,True,False
27634,Monster Energy Supercross - The Official Videogame 4,True,True
27635,Fruit Ninja,False,False
27636,Easter Egg - Snow on Mt. Silver,False,False
27637,Shadowrun Trilogy,False,False
27638,Fishy 3D,True,False
27639,Perfect Gold - Yuri Visual Novel,True,False
27640,Henry Stickmin Collection - Full Game,False,False
27641,Toilet Management Simulator,True,False
27642,Lovingly Evil,True,False
27643,October Night Games,True,True
27644,NO PLAN B - Advanced Tactical Planning,True,False
27645,Tunnel of Doom,True,False
27646,Big Rumble Boxing: Creed Champions,True,True
27647,Trollhunters: Defenders of Arcadia,True,True
27648,Buried Stars,False,False
27649,Sim City 3000,False,False
27650,Skate Story,False,False
27651,Halo (itch),False,False
27652,Anime Artist 2: Lovely Danya,True,False
27653,Picross S4,False,True
27654,Project Chemistry,True,False
27655,Police Shootout,True,False
27656,Helios,True,True
27657,Total Lockdown,False,True
27658,Craftlands Workshoppe - The Funny Indie Capitalist RPG Trading Adventure Game,True,False
27660,Twin Breaker: A Sacred Symbols Adventure,True,True
27661,Gotcha,False,True
27662,Edge of Galaxy,True,False
27663,Space Channel 5 VR Kinda Funky News Flash!,True,False
27664,Dawn of fear,True,False
27665,Doom - Sigil,False,False
27666,Aery - Little Bird Adventure,True,False
27667,Bokuten - Why I Became an Angel,True,False
27668,ASCIIDENT,True,False
27669,Star Stable,False,False
27670,Murder Mystery Machine,False,False
27671,Reiko's Fragments,True,True
27672,Metal Mind,True,False
27673,Fear the Dark Unknown,True,False
27674,Caliber,False,False
27675,The Fisherman - Fishing Planet,False,False
27676,Hacker Evolution - 2019 HD remaster,True,False
27677,The Bunker 69,True,False
27678,Sin Slayers,False,False
27679,Rescue Team 8,True,False
27680,Rose Riddle: Fairy Tale Detective,True,False
27681,Crime Opera: The Butterfly Effect,True,False
27682,Super Bomberman 5,False,False
27683,Ridge Racer (PSP),False,False
27684,"WarioWare, Inc.: Mega Party Games!",False,False
27685,Ambrosia,True,False
27686,Cantata,True,True
27687,Dancing Girl,True,False
27689,GLASS,True,False
27690,Drawaria.online,False,True
27691,Last Day of Rome,True,False
27692,The Expression Amrilato,True,False
27693,Argonus and the Gods of Stone,True,False
27694,变量,True,False
27695,Alluris,True,False
27696,Donkey Kong (1994),False,False
27697,Video Easel,True,False
27699,Serious Sam: Tormental,False,False
27700,重明鸟 Bright Bird,True,False
27701,1943: The Battle of Midway,False,False
27702,Kirby's Dream Collection,False,False
27703,Terror of Hemasaurus,True,False
27704,Wanba Warriors,True,True
27705,Ideology in Friction,True,False
27706,Dragon Force,False,False
27707,Vasilis,True,False
27708,Stormhill Mystery: Family Shadows,True,False
27709,FrostRunner,True,False
27710,Hikari! Clover Rescue,True,False
27711,Niplheim's Hunter - Branded Azel,True,False
27712,MEGALITH,False,False
27713,Cross Fire (1990),False,False
27714,Psychedelica of the Black Butterfly/검은 나비의 사이키델리카/黑蝶幻境,True,False
27715,Ollie & Bollie: Outdoor Estate,False,True
27716,Criss Cross,True,False
27717,One Gun: Cat,True,False
27718,BitLife - Life Simulator,False,False
27719,TAPSONIC BOLD,True,False
27720,Executive Assault 2,True,True
27722,Shining Force: Resurrection of the Dark Dragon,False,False
27723,N1RV Ann-A: Cyberpunk Bartender Action,True,False
27724,Godzilla Save the Earth,False,True
27726,Freetime Event: Poolside Edition,False,False
27727,Hello Charlotte EP2: Requiem Aeternam Deo,False,False
27728,Dan The Man,False,False
27729,Fallen Hero: Rebirth,True,False
27730,BOX align,True,False
27731,Blind Mind,True,False
27732,Mosaic: Game of Gods II,True,False
27733,Jurassic City Walk,True,False
27734,Spectrubes Infinity,True,False
27735,Derrek Quest VII,True,False
27736,Super Golf 2018,True,False
27737,PAPA'S TIME MACHINE,True,False
27738,Unity of Four Elements,True,False
27739,Without Within 3,True,False
27740,Sniper Squad Mission,True,False
27741,Howlville: The Dark Past,True,False
27742,Click.O.Fast,True,False
27743,Marginal act,True,False
27744,Baikonur Space,True,False
27745,One-Way Ticket / 单程票,True,False
27746,Tomb Towers,True,False
27747,The Mansion,True,False
27748,Wolf & Rabbit,True,False
27749,iterform,True,False
27750,FORCE TANKS,True,False
27751,Ancient Frontier: Steel Shadows,True,False
27752,Legendary Eleven: Epic Football,True,True
27753,World Inside Out,True,False
27754,Witch & 66 Mushrooms,True,False
27755,Adventures of Hendri,True,False
27756,Corpse Mob,True,False
27757,SpellKeeper,True,False
27758,Geek Fighter,True,False
27759,Jewel Match Solitaire,True,False
27760,Krampus is Home,True,False
27761,Gleaner Heights,True,False
27762,Doodle Date,True,False
27763,Barbearian,True,False
27764,Nuclear 2050,True,False
27765,Metro Sim Hustle,True,False
27766,vridniX,True,False
27767,Freakout: Calamity TV Show,True,True
27768,Aggressors: Ancient Rome,True,False
27769,Bujingai: The Forsaken City,False,False
27770,Musashi: Samurai Legend,False,False
27771,.hack//Outbreak Part 3,False,False
27772,Lifeline (2003),False,False
27773,Animal Force,True,False
27774,Super Volley Blast,True,False
27775,Illusion: A Tale of the Mind,True,False
27776,Minesweeper Genius,False,False
27777,Aliens Versus Predator: Extinction,False,False
27778,Super Chariot,False,True
27779,Depth Charge,True,False
27780,Silent Bomber,True,True
27781,OverBlood,True,False
27782,Super R-Type (1991),True,False
27784,Ren & Stimpy: Stimpy's Invention,True,True
27785,Haunting,True,False
27786,Gain Ground (1991),True,True
27787,Wizardry V: Heart of the Maelstrom,True,False
27788,Deus Ex Machina,True,False
27789,Pro Evolution Soccer,False,False
27790,SpyHunter,True,True
27791,Shrek,True,False
27792,Cel Damage,True,True
27793,Head On,True,True
27794,"Simon the Sorcerer II: The Lion, the Wizard and the Wardrobe",True,False
27795,"J.R.R. Tolkien's The Lord of the Rings, Vol. I",True,True
27796,Volfied (1989),False,False
27797,Rick Dangerous,True,False
27798,A Mind Forever Voyaging,True,False
27799,Test Drive: Off-Road 3,True,True
27800,Kirby Tilt 'n' Tumble,True,False
27801,Virtua Fighter 3,True,True
27802,Test Drive Le Mans,True,True
27803,Snowboard Kids 2,True,True
27804,Cruis'n World,True,False
27805,ClayFighter 63⅓,True,True
27806,Shining Force CD,True,False
27807,Sensible Soccer,True,True
27808,Wizardry II: The Knight of Diamonds,True,False
27809,Where in Time Is Carmen Sandiego?,True,False
27810,Super Turrican (1992),True,False
27811,S.C.A.T.: Special Cybernetic Attack Team,True,True
27812,Mighty Bomb Jack (1986),True,True
27813,Mad Max (1990),True,False
27814,Karate Champ (1984),False,False
27815,The Goonies II,True,False
27816,Godzilla: Monster of Monsters,True,False
27817,Friday the 13th (1985),False,False
27818,Bad Dudes Vs. DragonNinja,True,True
27819,Yu-Gi-Oh! World Championship Tournament 2004,False,False
27820,Rhythm Tengoku,True,True
27821,Jackie Chan Adventures,True,False
27822,Dave Mirra Freestyle BMX 2,True,True
27823,Banjo-Kazooie: Grunty's Revenge,True,False
27824,Arc the Lad,True,False
27825,Amerzone,True,False
27826,Wizard of Wor,True,False
27827,Venture,True,False
27828,Tennis (1981),True,False
27829,Star Wars: The Empire Strikes Back,True,True
27830,Skiing,True,False
27831,Moon Patrol,False,False
27832,Panzer Strategy,True,False
27833,The Immortal Rift,False,False
27834,Farm Mania 2,True,False
27835,Super Hyperactive Ninja,True,True
27836,BlockShip Wars: Roguelike,True,False
27837,Free Yourself - A Gravity Puzzle Game Starring YOU!,True,False
27838,SMALLAND,True,True
27839,Last Day of FEAR,True,False
27840,Island Tribe 4 (2017),True,False
27841,Adelantado Trilogy. Book Two,True,False
27842,Jazz Jackrabbit 2 Collection,False,True
27843,Santa's vacation,True,False
27844,Your Toy,False,False
27845,Born Tubi Wild,True,False
27846,Far from Noise (2017),False,False
27847,Impale,True,False
27848,Wild RTS,True,False
27849,Tower Fortress,True,False
27850,Odyssey VR - The Deep Space Expedition,True,True
27851,Spheria,True,False
27852,Punch Planet,True,True
27853,The last strategist,True,False
27854,Kolbeinn,True,False
27855,Summoners War,False,True
27856,Color Jumper,True,False
27857,The Cube,True,False
27858,Chevo Lurker: Exodus,True,False
27859,How to Fool a Liar King,True,False
27860,Modest Kind,True,False
27861,Cliffstone Manor,True,False
27862,Beyond the Sunset 斜阳下的彼岸,True,False
27863,BELPAESE: Homecoming,True,False
27864,Nevrosa: Escape,True,False
27865,Goalie VR,True,True
27866,Drive Girls,False,True
27867,OSES,True,False
27868,Lance A Lot: Enhanced Edition,True,False
27869,Cyberoque,True,False
27870,IronPower,True,False
27871,Mike Dies,True,False
27872,Sneaky Bears,True,False
27873,ReThink | Evolved,True,False
27874,Princess Serena ~Raid of Demon Legion~,True,False
27875,Cruz Brothers,True,True
27876,Salty Fish Go!,True,False
27877,Alimardan Meets Merlin,True,False
27878,DAMN!,True,False
27879,Vacant,True,False
27880,Molecats,True,False
27881,Gnomes Garden New home,True,False
27882,DepthMera,True,False
27883,Dungeons & Treasure VR,True,True
27884,Drawfighters,False,False
27885,Miniature TD - VR,True,False
27886,Dwarrows,True,False
27887,MYSTIC VR,True,False
27888,Dog Theatre,True,False
27889,StickDodgeVR,True,False
27890,Lemuria: Lost in Space - VR Edition,True,False
27891,ConcPerfect 2017,True,True
27892,GOKEN,True,False
27893,Achievement Hunter: Cromulent,True,False
27894,DarkMaze,True,False
27895,Geneticognito,True,False
27896,Occult Raise,True,False
27897,Enlightenment,True,False
27898,Lupus in Fabula,True,False
27899,You Shall Not Jump: PC Master Race Edition,True,False
27900,Crysis 3: The Lost Island,False,False
27901,Metro: Last Light - Developer Pack,False,False
27902,Call of Duty: Black Ops - Escalation,False,False
27903,Dragon Ball Z: Budokai - HD Collection,False,False
27904,Rambo: The Video Game,False,False
27905,Caribbean!,False,False
27906,Jet Grind Radio,False,False
27907,Command & Conquer: Generals 2,False,False
27908,Drakensang Online,True,True
27909,Close Combat: Last Stand Arnhem,True,False
27910,Drakensang: Phileasson's Secret,False,False
27911,"Sakura Wars: So Long, My Love",False,False
27912,Virtual Villagers: Chapter 3 - The Secret City,True,False
27913,Илья Муромец и Соловей-разбойник,False,False
27914,В тылу врага: Диверсанты 2,False,False
27915,Legend: Hand of God,False,False
27916,Agatha Christie: Murder on the Orient Express,False,False
27917,The Da Vinci Code,False,False
27918,Luxor: Amun Rising,False,False
27919,Alien Shooter: The Experiment,False,False
27920,Zoo Tycoon 2: Endangered Species,False,False
27921,Остров сокровищ,False,False
27922,Joint Operations: Escalation,False,False
27923,Gunbound,False,False
27924,Brave Soul,False,False
27925,Yu-Gi-Oh! Power of Chaos: Kaiba the Revenge,False,False
27926,A.I.M.: Artificial Intelligence Machine,False,False
27927,Kelly Slater's Pro Surfer,True,True
27928,Ford Racing 2,False,False
27929,Street Legal Racing: Redline,False,False
27930,Madden NFL 2004,True,True
27931,Medieval: Total War - Viking Invasion,False,False
27932,Mistmare,False,False
27933,Reversi,False,False
27934,The SimCity 2000 Collection Special Edition,False,False
27935,Jill of the Jungle,False,False
27936,Косынка,False,False
27937,"Ворона, или Как Иван-дурак за кладом ходил",False,False
27938,Strip Poker 3,False,False
27939,Blood: Cryptic Passage,False,False
27940,UEFA Euro 2000,True,True
27941,Asterix Mega Madness,False,False
27942,Martian Gothic: Unification,True,False
27943,Tactical Ops: Assault on Terror,False,False
27944,Gauntlet 2,False,False
27945,MechWarrior 2: 31st Century Combat,True,True
27946,ШтЫрлиц 3: Агент СССР,False,False
27947,Revolution,False,False
27948,F1,True,False
27949,Рандеву с незнакомкой 3: Курортный роман,False,False
27950,Microsoft Train Simulator,False,False
27951,Space Quest 6: Roger Wilco in the Spinal Frontier,False,False
27952,Star Trek: Deep Space Nine - The Fallen,False,False
27953,Pipe Dream,True,False
27954,Batman: The Caped Crusader,True,False
27955,Empire Earth: The Art of Conquest,False,False
27956,Rick Dangerous 2,True,False
27957,ГЭГ+: Гарри в отпуске,False,False
27958,Myth 3: The Wolf Age,False,False
27959,Подземелья Кремля,False,False
27960,Jurassic Park (1993),False,False
27961,NBA Live 2001,True,True
27962,The Incredible Machine: Even More Contraptions,False,False
27963,Carmageddon Splat Pack,False,False
27964,NHL 2003,True,True
27965,Shivers,False,False
27966,Cruise for a Corpse,True,False
27967,Largo Winch: Empire under Threat,False,False
27968,F-29 Retaliator,False,False
27969,Test Drive 4,True,True
27970,F-15 Strike Eagle,True,False
27971,Redneck Deer Huntin',True,False
27972,Outwars,True,False
27974,Winter Stars,False,False
27975,NASCAR 09,False,False
27976,虫姫さまふたり,False,False
27977,Voltron,False,False
27978,MX VS ATV Supercross,False,True
27979,War World,False,True
27980,Chateau Garden,True,False
27981,Tribal Siege,True,False
27982,Sonic Boom: Rise of Lyric,False,False
27983,Monster Tale,False,False
27984,Bakugan: Defenders of the Core,False,False
27985,Shiren the Wanderer,False,False
27986,Club Penguin: Elite Penguin Force,False,False
27987,Spelunker,True,False
27988,NiGHTS: Journey of Dreams,False,False
27989,DK: Jungle Climber,False,True
27990,Brain Age 2: More Training in Minutes a Day,False,False
27991,Monster House,True,True
27992,Luminous Arc 2,False,False
27993,Go Vacation,False,False
27994,PICROSS e,False,False
27995,Super Mario Maker for Nintendo 3DS,False,False
27996,WAGAMAMA HIGH SPEC,True,False
27997,Star Fleet Armada Rogue Adventures,True,False
27998,Ultima Underworld 1+2,True,False
27999,Pro Pinball Timeshock,True,False
28000,Wing Commander 1+2,True,False
28001,Let's Sing,True,False
28002,Whispers: Last Hope,True,False
28003,Mega Overload VR,True,True
28004,Journey to Alien Worlds,True,False
28005,Trucker 2,True,False
28006,Color Assembler,True,False
28007,The Worm,True,False
28008,Uprising44: The Silent Shadows,True,False
28009,Pluck,True,False
28010,Gamer Simulator,True,False
28011,PT Boats: Knights of the Sea,True,True
28012,Relic Alone,True,False
28013,Roses and Gems,True,False
28014,Impossible Geometry,True,False
28015,Side Quest,True,False
28016,Memoir En Code: Reissue,True,False
28017,Guardian war VR,True,False
28018,Board Defenders,True,False
28019,Underground Keeper,True,False
28020,Crazy Flies,True,False
28021,Ruzar - The Life Stone,True,False
28022,Mystery Maze Of Balthasar Castle,True,False
28023,Medieval Battlefields - Black Edition,True,True
28024,TRI.DEFENDER,True,False
28025,Zia and the goddesses of magic,True,False
28026,Grandpa's Table,True,False
28027,Darkness and Flame: Born of Fire,True,False
28028,Rest In Peace,True,False
28029,I Hate Santa,True,False
28030,Hover Havoc,True,False
28031,It's A Wipe!,True,False
28032,Marimba VR,True,False
28033,Wasps!,True,False
28034,Cmoar VR Cinema,True,False
28035,1979 Invasion Earth,True,False
28036,Zombie Estate 2,True,True
28037,Swordlord,True,False
28038,Bathory - The Bloody Countess,True,False
28039,Ghost Sweeper,True,False
28040,MARS SIMULATOR - RED PLANET,True,False
28041,Derail Valley,True,False
28042,Ghost Town Mine Ride & Shootin' Gallery,True,False
28043,Gooblins,True,False
28044,Drawn: Trail of Shadows Collector's Edition,True,False
28045,Club Manager 2016,True,False
28046,C O S M,True,False
28047,Zpeciation: Tough Days (TD),True,False
28048,Embers of Mirrim,True,False
28049,Cloudbase Prime,True,False
28050,Blowhards,False,True
28051,Cash_Out,True,False
28052,Pyramid VR,True,False
28053,OBEY,False,True
28054,Farlight Explorers,True,False
28055,Mystic Defense,True,False
28056,Snapshot - DSLR Camera Control,False,False
28057,Domain Defense,True,False
28058,Speed and Scream,True,False
28059,An Octonaut Odyssey,True,False
28060,Water Heroes: A Game for Change,True,False
28061,Dungeons & Darkness,True,False
28062,The Last Cargo,True,False
28063,Duckpocalypse,True,False
28064,Red Barton and The Sky Pirates,True,False
28065,Comit the Astrodian 2,True,False
28066,Idle Evolution,True,False
28067,The Light Empire,True,False
28068,Roadworks - The Simulation,True,False
28069,"Viktor, a Steampunk Adventure",True,False
28070,Blink,True,False
28071,Sengoku Jidai: Shadow of the Shogun,True,True
28072,Gun Brothers,True,True
28073,Sentinels,True,False
28074,Einlanzer,True,False
28075,Solaroids: Prologue,True,True
28076,Kaiju Big Battel: Fighto Fantasy,True,False
28077,Drunk-Fu: Wasted Masters,True,True
28078,Mount Wingsuit,True,False
28079,Splitter Critters,True,False
28080,Pokémon Duel,False,False
28081,Don't Look Back,True,False
28082,NEO TURF MASTERS,False,True
28083,Prince of Persia The Shadow and the Flame,False,False
28084,Bike Mayhem 2,False,True
28085,Chameleon Run,False,False
28086,Twisted Metal: Head-On,False,False
28087,Super Monkey Ball Adventure,True,True
28088,Phineas and Ferb: Across the Second Dimension,False,False
28089,Table Ice Hockey,False,True
28090,Winback: Covert Operations,True,True
28091,Let's Fish! Hooked On,False,False
28092,Jet Moto,True,True
28093,AQUAPAZZA,False,False
28094,Basement Crawl,False,False
28095,Don Bradman Cricket,False,False
28096,Blek,False,False
28097,Color Zen,False,False
28098,XenoShyft,True,True
28099,Unpossible,True,False
28100,Into the Dead,False,False
28101,ACA NEOGEO THE KING OF FIGHTERS '94,False,False
28102,Valentino Rossi The Game Compact,True,True
28103,ACA NEOGEO WORLD HEROES,False,False
28104,KAMI 2,False,False
28105,HELLCARD: Prologue,True,True
28106,Your Only Move Is HUSTLE,True,True
28107,Mystwood Manor,False,False
28108,Mahou Arms,False,False
28109,Sexy Mystic Survivors,True,False
28110,Bravery and Greed,True,True
28111,Silent Hill f,False,False
28112,PERISH,True,True
28113,LEGO Bricktales DEMO,False,False
28114,The Excavation of Hob's Barrow,False,False
28115,Happiness Double Room,True,False
28116,The Plague Doctor of Wippra,True,False
28117,Night At the Gates of Hell,True,False
28118,Q.U.B.E. 10th Anniversary,True,False
28119,The Fridge is Red,True,False
28120,The Tarnishing of Juxtia,True,False
28121,Gloomgrave,True,False
28122,Tile Tale,True,False
28123,Summum Aeterna,True,False
28124,Nadir: A Grimdark Deck Builder Demo,False,False
28125,Lightyear Frontier,False,False
28126,American Arcadia,False,False
28127,Terminus: Zombie Survivors,False,False
28128,Golfie,True,False
28129,Voodoo Detective,True,False
28130,MY LITTLE PONY: A Maretime Bay Adventure,True,True
28131,Impaler,True,False
28132,Sclash Demo,False,False
28133,Bibots Demo,False,False
28134,Trifox Demo,False,False
28135,A Sinful Camp,True,False
28136,Beautiful Mystic Defenders,True,False
28137,Element-174 - Part 1,True,False
28138,The Legend of Heroes: Zero no Kiseki KAI,True,False
28139,Onsen Master,True,True
28140,DNF DUEL,False,False
28141,Gamer Girls: Cyberpunk 2069,True,False
28142,Sakura Forest Girls 3,True,False
28143,Blue Archive,False,False
28144,Born Punk Demo,False,False
28145,KEO,False,True
28146,Uninvited Guest,True,False
28147,WitchSpring3 Re:Fine - The Story of Eirudy,True,False
28148,THE IDOLM@STER STARLIT SEASON,False,False
28149,COLLECTION of SaGa FINAL FANTASY LEGEND,True,False
28150,Eclipse,True,False
28151,Love Season,True,False
28152,Flaskoman,True,False
28153,Blackwind,True,True
28154,Seed of the Dead: Sweet Home,True,False
28155,Zool Redimensioned,True,False
28156,ExeKiller,False,False
28157,Evertried,True,False
28159,Super Destronaut DX-2,False,False
28160,Party Animals,False,False
28161,Catch the Bowling Balls - Breakthrough Gaming Arcade,False,False
28162,Antstream Arcade,True,True
28163,BoneTown: The Second Coming Edition,True,False
28164,Avalon,True,False
28165,Baldi Basics Kickstarter Exclusive Demo,False,False
28166,Pile Up Demo,False,False
28167,Love Stories: Sex and the Furry Titty,True,False
28168,Rabisco+,False,False
28169,Game Builder Garage,False,False
28170,VR HOT,True,False
28171,Harem Heroes,False,False
28172,FNF Corrupted / Boyfriend TEST,False,False
28173,Racing - Breakthrough Gaming Arcade,False,False
28174,Colony Ship: A Post-Earth Role Playing Game,False,False
28175,Fate of Kai,True,False
28176,Syphon Filter: Dark Mirror,False,False
28177,Explorer of Yggdrasil,True,False
28178,FNF - Whitty and Carol test,False,False
28179,Faraway: Director's Cut,True,False
28180,Super Robot Wars X,False,False
28181,Thunderflash,False,True
28182,Sensual Adventures - The Game,True,False
28183,Gem Wizards Tactics,True,False
28184,Krunker,False,True
28185,Taxi Chaos,True,False
28186,I'a I'a Cofflhu Fhtagnyaa,True,False
28187,Naudrion: Fall of The Empire,True,False
28188,Radioactive dwarfs: evil from the sewers,True,False
28189,Ark II,False,False
28190,Hanako | 花子さん,True,False
28191,Chess Online +,False,True
28192,Texas Cheat'em,False,False
28193,Madballs Babo:Invasion,False,True
28194,Promesa,True,False
28195,9-nine-:Episode 3,True,False
28196,The Heiress of Sorcery,True,False
28197,Hermes: Sibyls' Prophecy,True,False
28198,Mushroom Savior,True,False
28199,Trap Legend,True,False
28200,Starship EVO,True,True
28201,Fantasy Grounds Unity,True,True
28202,Gone Golfing,True,False
28203,Jisei: The First Case HD,False,False
28204,Crisis VRigade 2,True,False
28205,Baldi Basics Trap Out Of Control Created By TheWizardRoyal,False,False
28206,Shrek Super Slam,False,False
28207,Almighty: Kill Your Gods,True,True
28208,"Batman: Arkham Origins - Cold, Cold Heart",False,False
28209,Treasure Planet,False,False
28210,Active Neurons 2,True,False
28211,Escape First 3,True,True
28212,Hazumi and the Pregnation,True,False
28213,Ludus,True,False
28214,Lustful Valley,True,False
28215,DRAG,True,True
28216,Outlanders,True,False
28217,Neon City Riders,True,False
28218,Born Punk,True,False
28219,Titan Quest: Atlantis,False,False
28220,The Sims 4: Cats & Dogs,False,False
28221,The Sims 4: City Living,False,False
28222,The Sims 4: Get Together,False,False
28223,Natsuki Chronicles,False,False
28224,Stargate (1995),False,False
28225,Fnaf Simulator,False,False
28226,Mario's Super Picross,False,False
28227,Battlefield 4: Second Assault,False,False
28228,Battlefield 4: Final Stand,False,False
28229,Tomb Raider: Underworld - Lara's Shadow,False,False
28230,Poker Quest,True,False
28231,Classic Sudoku,True,False
28232,I.G.I. Origins,True,False
28233,Titeuf: Mega Party,True,True
28234,Star Wars Jedi Knight 2: Lady Jedi,False,False
28235,Sneaky Sasquatch,False,False
28236,Type Knight,True,False
28237,Galactic Rangers VR,True,False
28238,MythWars & Puzzles：RPG Match 3,False,False
28239,Loli Fantasy RPG,True,False
28240,The Bonfire 2: Uncharted Shores,True,False
28241,Discovery Tour by Assassin’s Creed: Ancient Greece,False,False
28242,The Forgotten Land,True,False
28243,Giraffe & Annika / ジラフとアンニカ,True,False
28244,Superman: The New Adventures,False,False
28245,SYNCED: Off Planet,False,False
28246,Dead or Alive: Dimensions,False,False
28247,State of Survival,False,False
28248,UBOAT,False,False
28249,Atrio: The Dark Wild,True,False
28250,Ghost in the Shell: Stand Alone Complex,False,False
28251,Wonder Boy Returns Remix,True,False
28252,Dungeon Siege: Throne of Agony,False,False
28253,Romance Club - Stories I Play (with Choices),False,False
28254,REMOTE LIFE,True,False
28255,Purble Place,False,False
28256,Captain Claw,False,False
28257,Puzzle & Dragons Z + Super Mario Bros. Edition,False,False
28258,Ni no Kuni: Dominion of the Dark Djinn,True,False
28259,Dance Dance Girl,True,False
28260,SNK vs. Capcom: SVC Chaos,False,False
28261,Summer Resort Mogul,True,False
28262,Sapiens,True,True
28263,Shores Unknown,True,False
28264,Skyworld: Kingdom Brawl,True,True
28265,Darkness and Flame: The Dark Side,True,False
28266,Divinity: Fallen Heroes,False,False
28267,Uragun,True,False
28268,Dream Date,True,False
28269,Pic-a-Pix Classic,False,False
28270,Looking for Heals,True,False
28271,Letters - a written adventure,True,False
28272,"The Princess, the Stray Cat, and Matters of the Heart",True,False
28273,Remorse: The List,True,False
28274,Dick Wilde 2,True,True
28275,Ghostbusters (1984),False,False
28276,Untitled game by Playdead,False,False
28277,Horror Stories,True,False
28278,Cyndy,True,False
28279,My Island,True,False
28280,Cat and Ghostly Road,True,False
28281,Mahjong Strip Solitaire: Harem Guild,True,False
28282,Magebuster: Amorous Augury,True,False
28283,Rainbow Reactor,True,False
28284,Michigan: Report from Hell,False,False
28285,Reed 2,False,False
28286,Deep Diving Simulator,True,False
28287,Incubo,True,False
28288,FarmVille,False,False
28289,Kaori After Story,True,False
28290,AFTERBURN,True,False
28291,Creatures Inc.,True,False
28292,Epic Seven,False,True
28293,Intergalactic Fishing,True,False
28294,Shin Megami Tensei: NINE,False,False
28295,Double Switch - 25th Anniversary Edition,True,False
28296,BLACK BIRD,True,False
28297,N+ (N Plus),False,False
28298,Devil Engine,True,False
28299,Hide Online,False,True
28300,Runemals,False,False
28301,AI giantess project,False,False
28303,Tiny Tower,False,False
28304,Episode - Choose Your Story,False,False
28305,Geometry Dash Lite,False,False
28306,Robo Encryption Zup,True,False
28307,Viki Spotter: School,True,False
28308,Infernales: Circles of Hell,True,False
28309,Precision Sniping: Competitive,True,False
28310,Frio2 - Memory of my sister,True,False
28311,Fallingcers,True,False
28312,Simon the Sorcerer: 25th Anniversary Edition,True,False
28313,Road Legends,True,False
28314,Piano Cat,True,False
28315,Froggy BOI,True,False
28316,Block Competition,True,False
28317,Digital Dungeon,True,False
28318,Vietnam War PuZZles,True,False
28319,Professor Madhouse,True,False
28320,Inca Marbles,True,False
28321,Putinoids VS Navalnyats - Путиноиды Против Навальнят,True,False
28322,Empires in Ruins,True,False
28323,Benjamin Johnson EP.1,True,False
28324,AI Escort,True,False
28325,Super GTR Racing,True,False
28326,Super B-Dino's adventures,True,False
28327,DeFaster,True,False
28328,Black Bart,True,False
28329,Next 4,True,False
28330,Escape the Darkness,True,False
28331,Light Cube,True,False
28332,Coffee Noir - Business Detective Game,True,False
28333,SUPER BENBO QUEST: TURBO DELUXE,True,False
28334,Mad Frost,True,False
28335,Zniw Adventure,True,False
28336,Foreveracers,False,True
28337,SALVATOR,True,False
28338,Unholy,True,False
28339,Alice - Behind the Mirror,True,False
28340,Mermaid Land,True,False
28341,ILLUSION,True,False
28342,Bomb Labyrinth,True,False
28343,The Subject,True,False
28344,Slab,True,False
28345,Rival Megagun,True,True
28346,月夜下的紅茶杯 ~ Blacktea With Moon,True,False
28347,Paper Shakespeare: To Date Or Not To Date?,True,False
28348,Landinar: Into the Void,True,False
28349,Escape From Tethys,True,False
28350,Wrack: Exoverse,True,False
28351,Dungeon Kitty,True,False
28352,Lingering Fragrance,True,False
28353,Z Dawn,True,False
28354,BQM - BlockQuest Maker,True,False
28355,七人杀阵 - Seven Sacrifices,True,False
28356,LifeZ - Survival,True,False
28357,The Dreamlands: Aisling's Quest,True,False
28358,Steambot Chronicles,False,False
28359,Time Crisis 3,False,False
28360,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,False,False
28361,Deracine,False,False
28362,Pocket Mirror,False,False
28363,Flynn and Freckles,True,False
28364,Wizard and the Princess,True,False
28365,Floor Plan,False,False
28366,Rogue Trip: Vacation 2012,True,False
28367,Ridge Racer Revolution,True,True
28368,Jurassic Park 2: The Chaos Continues,True,True
28369,Axelay (1992),True,False
28370,Zero the Kamikaze Squirrel,True,False
28371,MUSHA (1990),True,False
28372,Dragon: The Bruce Lee Story,True,True
28373,Crusader of Centy,True,False
28374,Chakan: The Forever Man,True,False
28375,Asterix and the Great Rescue,True,False
28376,Planetfall,True,False
28377,Mega Man X Collection,True,False
28378,Fight Night Round 2,True,True
28379,Bomberman Generation,True,True
28380,Sensible World of Soccer,True,True
28381,Kirby's Pinball Land (1993),True,False
